"","Acadian Flycatcher","American Crow","American Goldfinch","American Pipit","American Redstart","American Three toed Woodpecker","Anna Hummingbird","Artic Tern","Baird Sparrow","Baltimore Oriole","Bank Swallow","Barn Swallow","Bay breasted Warbler","Belted Kingfisher","Bewick Wren","Black Tern","Black and white Warbler","Black billed Cuckoo","Black capped Vireo","Black footed Albatross","Black throated Sparrow","Black throated Blue Warbler","Blue Grosbeak","Blue Jay","Blue headed Vireo","Blue winged Warbler","Boat tailed Grackle","Bobolink","Bohemian Waxwing","Brandt Cormorant","Brewer Blackbird","Brewer Sparrow","Bronzed Cowbird","Brown Creeper","Brown Pelican","Brown Thrasher","Cactus Wren","California Gull","Canada Warbler","Cape Glossy Starling","Cape May Warbler","Cardinal","Carolina Wren","Caspian Tern","Cedar Waxwing","Cerulean Warbler","Chestnut sided Warbler","Chipping Sparrow","Chuck will Widow","Clark Nutcracker","Clay colored Sparrow","Cliff Swallow","Common Raven","Common Tern","Common Yellowthroat","Crested Auklet","Dark eyed Junco","Downy Woodpecker","Eared Grebe","Eastern Towhee","Elegant Tern","European Goldfinch","Evening Grosbeak","Field Sparrow","Fish Crow","Florida Jay","Forsters Tern","Fox Sparrow","Frigatebird","Gadwall","Geococcyx","Glaucous winged Gull","Golden winged Warbler","Grasshopper Sparrow","Gray Catbird","Gray Kingbird","Gray crowned Rosy Finch","Great Crested Flycatcher","Great Grey Shrike","Green Jay","Green Kingfisher","Green Violetear","Green tailed Towhee","Groove billed Ani","Harris Sparrow","Heermann Gull","Henslow Sparrow","Herring Gull","Hooded Merganser","Hooded Oriole","Hooded Warbler","Horned Grebe","Horned Lark","Horned Puffin","House Sparrow","House Wren","Indigo Bunting","Ivory Gull","Kentucky Warbler","Laysan Albatross","Lazuli Bunting","Le Conte Sparrow","Least Auklet","Least Flycatcher","Least Tern","Lincoln Sparrow","Loggerhead Shrike","Long tailed Jaeger","Louisiana Waterthrush","Magnolia Warbler","Mallard","Mangrove Cuckoo","Marsh Wren","Mockingbird","Mourning Warbler","Myrtle Warbler","Nashville Warbler","Nelson Sharp tailed Sparrow","Nighthawk","Northern Flicker","Northern Fulmar","Northern Waterthrush","Olive sided Flycatcher","Orange crowned Warbler","Orchard Oriole","Ovenbird","Pacific Loon","Painted Bunting","Palm Warbler","Parakeet Auklet","Pelagic Cormorant","Philadelphia Vireo","Pied Kingfisher","Pied billed Grebe","Pigeon Guillemot","Pileated Woodpecker","Pine Grosbeak","Pine Warbler","Pomarine Jaeger","Prairie Warbler","Prothonotary Warbler","Purple Finch","Red bellied Woodpecker","Red breasted Merganser","Red cockaded Woodpecker","Red eyed Vireo","Red faced Cormorant","Red headed Woodpecker","Red legged Kittiwake","Red winged Blackbird","Rhinoceros Auklet","Ring billed Gull","Ringed Kingfisher","Rock Wren","Rose breasted Grosbeak","Ruby throated Hummingbird","Rufous Hummingbird","Rusty Blackbird","Sage Thrasher","Savannah Sparrow","Sayornis","Scarlet Tanager","Scissor tailed Flycatcher","Scott Oriole","Seaside Sparrow","Shiny Cowbird","Slaty backed Gull","Song Sparrow","Sooty Albatross","Spotted Catbird","Summer Tanager","Swainson Warbler","Tennessee Warbler","Tree Sparrow","Tree Swallow","Tropical Kingbird","Vermilion Flycatcher","Vesper Sparrow","Warbling Vireo","Western Grebe","Western Gull","Western Meadowlark","Western Wood Pewee","Whip poor Will","White Pelican","White breasted Kingfisher","White breasted Nuthatch","White crowned Sparrow","White eyed Vireo","White necked Raven","White throated Sparrow","Wilson Warbler","Winter Wren","Worm eating Warbler","Yellow Warbler","Yellow bellied Flycatcher","Yellow billed Cuckoo","Yellow breasted Chat","Yellow headed Blackbird","Yellow throated Vireo"
"Description-based Accuracy","65.51724076271057","36.666667461395264","73.33333492279053","89.99999761581421","69.9999988079071","85.00000238418579","23.333333432674408","20.68965584039688","5.000000074505806","16.66666716337204","10.000000149011612","73.33333492279053","6.666667014360428","96.66666388511658","3.333333507180214","43.33333373069763","93.33333373069763","60.00000238418579","61.90476417541504","83.33333134651184","10.000000149011612","79.31034564971924","80.0000011920929","86.66666746139526","40.00000059604645","3.333333507180214","73.33333492279053","80.0000011920929","83.33333134651184","27.586206793785095","17.241379618644714","13.793103396892548","6.666667014360428","100.0","100.0","93.1034505367279","93.33333373069763","26.66666805744171","43.33333373069763","89.99999761581421","6.666667014360428","74.0740716457367","63.333332538604736","56.66666626930237","93.33333373069763","66.66666865348816","56.66666626930237","60.00000238418579","0.0","83.33333134651184","3.448275849223137","43.33333373069763","43.33333373069763","33.33333432674408","83.33333134651184","50.0","86.66666746139526","50.0","30.000001192092896","86.66666746139526","46.666666865348816","96.66666388511658","89.99999761581421","58.62069129943848","6.666667014360428","50.0","3.333333507180214","33.33333432674408","76.66666507720947","86.66666746139526","0.0","20.68965584039688","79.31034564971924","33.33333432674408","75.86206793785095","68.96551847457886","24.13793057203293","20.000000298023224","80.0000011920929","88.88888955116272","16.66666716337204","83.33333134651184","80.0000011920929","60.00000238418579","0.0","0.0","40.00000059604645","26.66666805744171","83.33333134651184","40.00000059604645","23.333333432674408","66.66666865348816","86.66666746139526","93.33333373069763","30.000001192092896","56.66666626930237","73.33333492279053","80.0000011920929","10.34482792019844","60.00000238418579","85.71428656578064","41.37931168079376","27.272728085517883","10.34482792019844","66.66666865348816","6.896551698446274","13.333334028720856","26.66666805744171","16.66666716337204","68.96551847457886","83.33333134651184","56.521737575531006","83.33333134651184","60.00000238418579","26.66666805744171","43.33333373069763","56.66666626930237","3.333333507180214","30.000001192092896","100.0","60.00000238418579","66.66666865348816","26.66666805744171","23.333333432674408","34.48275923728943","66.66666865348816","69.9999988079071","92.85714030265808","53.33333611488342","21.739129722118378","30.000001192092896","3.448275849223137","89.99999761581421","80.0000011920929","71.42857313156128","89.99999761581421","86.66666746139526","50.0","6.666667014360428","63.333332538604736","83.33333134651184","86.66666746139526","83.33333134651184","83.33333134651184","10.34482792019844","53.33333611488342","68.18181872367859","83.33333134651184","82.6086938381195","83.33333134651184","27.77777910232544","69.9999988079071","43.33333373069763","83.33333134651184","96.66666388511658","69.9999988079071","86.66666746139526","46.666666865348816","76.66666507720947","33.33333432674408","0.0","76.66666507720947","46.666666865348816","20.000000298023224","40.00000059604645","30.000001192092896","44.999998807907104","46.666666865348816","25.0","33.33333432674408","80.0000011920929","42.307692766189575","13.793103396892548","30.000001192092896","76.66666507720947","86.66666746139526","100.0","50.0","20.000000298023224","100.0","0.0","96.66666388511658","33.33333432674408","0.0","100.0","73.33333492279053","80.0000011920929","83.33333134651184","10.000000149011612","76.66666507720947","80.0000011920929","3.333333507180214","56.66666626930237","0.0","89.99999761581421","6.896551698446274","34.48275923728943","13.793103396892548","96.15384340286255","34.48275923728943"
"CLIP-Standard Accuracy","65.51724076271057","33.33333432674408","86.66666746139526","80.0000011920929","63.333332538604736","94.9999988079071","20.000000298023224","13.793103396892548","5.000000074505806","40.00000059604645","3.333333507180214","76.66666507720947","0.0","96.66666388511658","3.333333507180214","33.33333432674408","89.99999761581421","56.66666626930237","71.42857313156128","86.66666746139526","10.000000149011612","82.75862336158752","76.66666507720947","76.66666507720947","40.00000059604645","13.333334028720856","83.33333134651184","86.66666746139526","83.33333134651184","17.241379618644714","3.448275849223137","24.13793057203293","30.000001192092896","96.55172228813171","96.66666388511658","89.65517282485962","96.66666388511658","23.333333432674408","50.0","93.33333373069763","10.000000149011612","55.55555820465088","76.66666507720947","86.66666746139526","93.33333373069763","66.66666865348816","56.66666626930237","46.666666865348816","0.0","86.66666746139526","6.896551698446274","50.0","50.0","40.00000059604645","86.66666746139526","21.42857164144516","83.33333134651184","43.33333373069763","33.33333432674408","89.99999761581421","13.333334028720856","96.66666388511658","86.66666746139526","55.17241358757019","6.666667014360428","46.666666865348816","6.666667014360428","33.33333432674408","89.99999761581421","89.99999761581421","0.0","24.13793057203293","72.41379022598267","20.000000298023224","79.31034564971924","72.41379022598267","34.48275923728943","13.333334028720856","66.66666865348816","92.59259104728699","16.66666716337204","63.333332538604736","80.0000011920929","56.66666626930237","0.0","0.0","36.666667461395264","16.66666716337204","83.33333134651184","40.00000059604645","23.333333432674408","63.333332538604736","86.66666746139526","86.66666746139526","16.66666716337204","60.00000238418579","80.0000011920929","69.9999988079071","10.34482792019844","73.33333492279053","78.57142686843872","41.37931168079376","54.54545617103577","3.448275849223137","83.33333134651184","10.34482792019844","33.33333432674408","23.333333432674408","26.66666805744171","72.41379022598267","83.33333134651184","52.173912525177","73.33333492279053","6.666667014360428","6.666667014360428","46.666666865348816","63.333332538604736","0.0","0.0","96.66666388511658","50.0","50.0","36.666667461395264","13.333334028720856","37.931033968925476","69.9999988079071","73.33333492279053","92.85714030265808","50.0","4.3478261679410934","50.0","6.896551698446274","89.99999761581421","86.66666746139526","71.42857313156128","96.66666388511658","83.33333134651184","43.33333373069763","6.666667014360428","56.66666626930237","76.66666507720947","93.33333373069763","89.99999761581421","80.0000011920929","0.0","40.00000059604645","45.45454680919647","83.33333134651184","73.9130437374115","86.66666746139526","50.0","56.66666626930237","43.33333373069763","80.0000011920929","96.66666388511658","80.0000011920929","89.99999761581421","56.66666626930237","80.0000011920929","43.33333373069763","0.0","73.33333492279053","50.0","0.0","16.66666716337204","6.666667014360428","44.999998807907104","50.0","32.14285671710968","13.333334028720856","73.33333492279053","38.46153914928436","31.034481525421143","30.000001192092896","86.66666746139526","46.666666865348816","100.0","36.666667461395264","23.333333432674408","100.0","10.000000149011612","96.66666388511658","30.000001192092896","0.0","100.0","60.00000238418579","83.33333134651184","80.0000011920929","10.000000149011612","66.66666865348816","76.66666507720947","3.333333507180214","50.0","6.896551698446274","80.0000011920929","10.34482792019844","48.27586114406586","24.13793057203293","96.15384340286255","48.27586114406586"
"Difference","0.0","3.333333134651184","-13.333332538604736","9.999996423721313","6.666666269302368","-9.999996423721313","3.333333134651184","6.8965524435043335","0.0","-23.333333432674408","6.666666641831398","-3.3333301544189453","6.666667014360428","0.0","0.0","9.999999403953552","3.333336114883423","3.333336114883423","-9.52380895614624","-3.333336114883423","0.0","-3.448277711868286","3.333336114883423","10.000002384185791","0.0","-10.000000521540642","-9.999996423721313","-6.666666269302368","0.0","10.34482717514038","13.793103769421577","-10.34482717514038","-23.333334177732468","3.448277711868286","3.333336114883423","3.448277711868286","-3.3333301544189453","3.3333346247673035","-6.666666269302368","-3.333336114883423","-3.333333134651184","18.518513441085815","-13.333332538604736","-30.000001192092896","0.0","0.0","0.0","13.333335518836975","0.0","-3.333336114883423","-3.448275849223137","-6.666666269302368","-6.666666269302368","-6.666666269302368","-3.333336114883423","28.57142835855484","3.333336114883423","6.666666269302368","-3.333333134651184","-3.3333301544189453","33.33333283662796","0.0","3.3333301544189453","3.448277711868286","0.0","3.333333134651184","-3.333333507180214","0.0","-13.333332538604736","-3.3333301544189453","0.0","-3.4482747316360474","6.896555423736572","13.333334028720856","-3.448277711868286","-3.4482717514038086","-10.3448286652565","6.666666269302368","13.333332538604736","-3.7037014961242676","0.0","19.999998807907104","0.0","3.333336114883423","0.0","0.0","3.333333134651184","10.000000894069672","0.0","0.0","0.0","3.333336114883423","0.0","6.666666269302368","13.333334028720856","-3.333336114883423","-6.666666269302368","10.000002384185791","0.0","-13.333332538604736","7.142859697341919","0.0","-27.272728085517883","6.896552070975304","-16.66666269302368","-3.4482762217521667","-20.000000298023224","3.3333346247673035","-10.000000894069672","-3.4482717514038086","0.0","4.347825050354004","9.999996423721313","53.33333536982536","20.000001043081284","-3.333333134651184","-6.666666269302368","3.333333507180214","30.000001192092896","3.333336114883423","10.000002384185791","16.66666865348816","-9.999999403953552","9.999999403953552","-3.4482747316360474","-3.3333301544189453","-3.333336114883423","0.0","3.333336114883423","17.391303554177284","-19.999998807907104","-3.448275849223137","0.0","-6.666666269302368","0.0","-6.666666269302368","3.333336114883423","6.666666269302368","0.0","6.666666269302368","6.666666269302368","-6.666666269302368","-6.666666269302368","3.3333301544189453","10.34482792019844","13.333335518836975","22.727271914482117","0.0","8.695650100708008","-3.333336114883423","-22.22222089767456","13.333332538604736","0.0","3.3333301544189453","0.0","-10.000002384185791","-3.3333301544189453","-9.999999403953552","-3.333336114883423","-9.999999403953552","0.0","3.3333301544189453","-3.333333134651184","20.000000298023224","23.333333432674408","23.333334177732468","0.0","-3.333333134651184","-7.14285671710968","20.000000298023224","6.666666269302368","3.8461536169052124","-17.241378128528595","0.0","-10.000002384185791","40.00000059604645","0.0","13.333332538604736","-3.333333134651184","0.0","-10.000000149011612","0.0","3.333333134651184","0.0","0.0","13.333332538604736","-3.3333301544189453","3.3333301544189453","0.0","9.999996423721313","3.333336114883423","0.0","6.666666269302368","-6.896551698446274","9.999996423721313","-3.4482762217521667","-13.793101906776428","-10.34482717514038","0.0","-13.793101906776428"
""
"Descriptor","Acadian Flycatcher","American Crow","American Goldfinch","American Pipit","American Redstart","American Three toed Woodpecker","Anna Hummingbird","Artic Tern","Baird Sparrow","Baltimore Oriole","Bank Swallow","Barn Swallow","Bay breasted Warbler","Belted Kingfisher","Bewick Wren","Black Tern","Black and white Warbler","Black billed Cuckoo","Black capped Vireo","Black footed Albatross","Black throated Sparrow","Black throated Blue Warbler","Blue Grosbeak","Blue Jay","Blue headed Vireo","Blue winged Warbler","Boat tailed Grackle","Bobolink","Bohemian Waxwing","Brandt Cormorant","Brewer Blackbird","Brewer Sparrow","Bronzed Cowbird","Brown Creeper","Brown Pelican","Brown Thrasher","Cactus Wren","California Gull","Canada Warbler","Cape Glossy Starling","Cape May Warbler","Cardinal","Carolina Wren","Caspian Tern","Cedar Waxwing","Cerulean Warbler","Chestnut sided Warbler","Chipping Sparrow","Chuck will Widow","Clark Nutcracker","Clay colored Sparrow","Cliff Swallow","Common Raven","Common Tern","Common Yellowthroat","Crested Auklet","Dark eyed Junco","Downy Woodpecker","Eared Grebe","Eastern Towhee","Elegant Tern","European Goldfinch","Evening Grosbeak","Field Sparrow","Fish Crow","Florida Jay","Forsters Tern","Fox Sparrow","Frigatebird","Gadwall","Geococcyx","Glaucous winged Gull","Golden winged Warbler","Grasshopper Sparrow","Gray Catbird","Gray Kingbird","Gray crowned Rosy Finch","Great Crested Flycatcher","Great Grey Shrike","Green Jay","Green Kingfisher","Green Violetear","Green tailed Towhee","Groove billed Ani","Harris Sparrow","Heermann Gull","Henslow Sparrow","Herring Gull","Hooded Merganser","Hooded Oriole","Hooded Warbler","Horned Grebe","Horned Lark","Horned Puffin","House Sparrow","House Wren","Indigo Bunting","Ivory Gull","Kentucky Warbler","Laysan Albatross","Lazuli Bunting","Le Conte Sparrow","Least Auklet","Least Flycatcher","Least Tern","Lincoln Sparrow","Loggerhead Shrike","Long tailed Jaeger","Louisiana Waterthrush","Magnolia Warbler","Mallard","Mangrove Cuckoo","Marsh Wren","Mockingbird","Mourning Warbler","Myrtle Warbler","Nashville Warbler","Nelson Sharp tailed Sparrow","Nighthawk","Northern Flicker","Northern Fulmar","Northern Waterthrush","Olive sided Flycatcher","Orange crowned Warbler","Orchard Oriole","Ovenbird","Pacific Loon","Painted Bunting","Palm Warbler","Parakeet Auklet","Pelagic Cormorant","Philadelphia Vireo","Pied Kingfisher","Pied billed Grebe","Pigeon Guillemot","Pileated Woodpecker","Pine Grosbeak","Pine Warbler","Pomarine Jaeger","Prairie Warbler","Prothonotary Warbler","Purple Finch","Red bellied Woodpecker","Red breasted Merganser","Red cockaded Woodpecker","Red eyed Vireo","Red faced Cormorant","Red headed Woodpecker","Red legged Kittiwake","Red winged Blackbird","Rhinoceros Auklet","Ring billed Gull","Ringed Kingfisher","Rock Wren","Rose breasted Grosbeak","Ruby throated Hummingbird","Rufous Hummingbird","Rusty Blackbird","Sage Thrasher","Savannah Sparrow","Sayornis","Scarlet Tanager","Scissor tailed Flycatcher","Scott Oriole","Seaside Sparrow","Shiny Cowbird","Slaty backed Gull","Song Sparrow","Sooty Albatross","Spotted Catbird","Summer Tanager","Swainson Warbler","Tennessee Warbler","Tree Sparrow","Tree Swallow","Tropical Kingbird","Vermilion Flycatcher","Vesper Sparrow","Warbling Vireo","Western Grebe","Western Gull","Western Meadowlark","Western Wood Pewee","Whip poor Will","White Pelican","White breasted Kingfisher","White breasted Nuthatch","White crowned Sparrow","White eyed Vireo","White necked Raven","White throated Sparrow","Wilson Warbler","Winter Wren","Worm eating Warbler","Yellow Warbler","Yellow bellied Flycatcher","Yellow billed Cuckoo","Yellow breasted Chat","Yellow headed Blackbird","Yellow throated Vireo"
"a bill that is orange with a black tip","0.50537109375","0.6376953125","0.4541015625","0.467041015625","0.5029296875","0.4482421875","0.407470703125","0.51904296875","0.57666015625","0.6484375","0.58642578125","0.46435546875","0.50341796875","0.381103515625","0.4775390625","0.491943359375","0.382080078125","0.39599609375","0.462646484375","0.482666015625","0.31982421875","0.415283203125","0.429443359375","0.55810546875","0.425537109375","0.416015625","0.52783203125","0.546875","0.44140625","0.60107421875","0.54833984375","0.41650390625","0.5810546875","0.4306640625","0.466796875","0.397216796875","0.4013671875","0.5732421875","0.399169921875","0.314453125","0.361083984375","0.66748046875","0.3955078125","0.393798828125","0.385986328125","0.429443359375","0.437255859375","0.418701171875","0.69873046875","0.4697265625","0.4404296875","0.439208984375","0.59375","0.479736328125","0.4267578125","0.471923828125","0.4853515625","0.361083984375","0.463623046875","0.45361328125","0.53759765625","0.4453125","0.462890625","0.45068359375","0.6611328125","0.52880859375","0.580078125","0.435546875","0.51953125","0.52197265625","0.666015625","0.437744140625","0.48779296875","0.390380859375","0.50390625","0.437744140625","0.469482421875","0.466064453125","0.455078125","0.483154296875","0.42041015625","0.52587890625","0.357666015625","0.59326171875","0.66015625","0.63720703125","0.452880859375","0.4921875","0.482666015625","0.58251953125","0.39599609375","0.459228515625","0.372314453125","0.44287109375","0.49951171875","0.48828125","0.393798828125","0.438232421875","0.45556640625","0.52490234375","0.453857421875","0.444580078125","0.533203125","0.6494140625","0.482666015625","0.4130859375","0.443603515625","0.5419921875","0.40087890625","0.408447265625","0.630859375","0.302490234375","0.38720703125","0.64990234375","0.53173828125","0.387451171875","0.44775390625","0.51513671875","0.666015625","0.447998046875","0.456787109375","0.41357421875","0.50830078125","0.476318359375","0.55224609375","0.483642578125","0.5400390625","0.44482421875","0.403076171875","0.467041015625","0.57177734375","0.457763671875","0.43701171875","0.353759765625","0.411865234375","0.456787109375","0.384765625","0.396240234375","0.61279296875","0.393798828125","0.421142578125","0.440673828125","0.4541015625","0.478759765625","0.5341796875","0.41015625","0.56298828125","0.4814453125","0.443603515625","0.57080078125","0.462646484375","0.409423828125","0.44921875","0.50634765625","0.422119140625","0.480712890625","0.55712890625","0.40283203125","0.409912109375","0.410888671875","0.623046875","0.5205078125","0.49755859375","0.75244140625","0.50537109375","0.611328125","0.497314453125","0.39208984375","0.5224609375","0.56298828125","0.467041015625","0.393310546875","0.480712890625","0.44189453125","0.412841796875","0.4736328125","0.51171875","0.375244140625","0.466064453125","0.445556640625","0.59228515625","0.4404296875","0.454345703125","0.70361328125","0.5244140625","0.505859375","0.403564453125","0.3837890625","0.42822265625","0.599609375","0.30224609375","0.421630859375","0.458740234375","0.576171875","0.4091796875","0.51513671875","0.409912109375","0.60546875","0.5166015625","0.47412109375"
"a bird","0.67529296875","0.7998046875","0.6240234375","0.62744140625","0.5703125","0.58349609375","0.5751953125","0.68994140625","0.76220703125","0.66650390625","0.74072265625","0.5810546875","0.7197265625","0.452880859375","0.658203125","0.61962890625","0.50634765625","0.533203125","0.63525390625","0.60888671875","0.49609375","0.58154296875","0.5107421875","0.77685546875","0.60107421875","0.59130859375","0.64794921875","0.6708984375","0.5537109375","0.73193359375","0.7109375","0.591796875","0.75830078125","0.5791015625","0.61572265625","0.51708984375","0.55517578125","0.765625","0.54638671875","0.4384765625","0.505859375","0.83056640625","0.55859375","0.48779296875","0.54052734375","0.60595703125","0.53125","0.5556640625","0.77978515625","0.5625","0.5986328125","0.5322265625","0.74853515625","0.5947265625","0.484619140625","0.5166015625","0.611328125","0.492919921875","0.56298828125","0.47314453125","0.66943359375","0.61474609375","0.59228515625","0.603515625","0.85400390625","0.71435546875","0.70263671875","0.60107421875","0.6474609375","0.69287109375","0.77734375","0.63720703125","0.62939453125","0.5322265625","0.66259765625","0.55908203125","0.6728515625","0.60888671875","0.58251953125","0.69970703125","0.57470703125","0.66796875","0.449951171875","0.68017578125","0.81298828125","0.79296875","0.62158203125","0.69677734375","0.556640625","0.6396484375","0.466064453125","0.57373046875","0.53564453125","0.55712890625","0.72509765625","0.6904296875","0.59033203125","0.64404296875","0.62060546875","0.69091796875","0.64111328125","0.5888671875","0.61328125","0.81640625","0.62841796875","0.56787109375","0.56982421875","0.671875","0.57568359375","0.58642578125","0.798828125","0.41943359375","0.517578125","0.83837890625","0.7099609375","0.5146484375","0.5751953125","0.68994140625","0.8037109375","0.54248046875","0.5966796875","0.57470703125","0.640625","0.5859375","0.58837890625","0.65869140625","0.70751953125","0.5283203125","0.5859375","0.58349609375","0.68896484375","0.6396484375","0.58642578125","0.5048828125","0.546875","0.51953125","0.501953125","0.5517578125","0.74853515625","0.55126953125","0.4638671875","0.64111328125","0.51318359375","0.54931640625","0.66064453125","0.57421875","0.6640625","0.5986328125","0.57958984375","0.66064453125","0.4814453125","0.5791015625","0.5556640625","0.6953125","0.580078125","0.6806640625","0.6875","0.5185546875","0.54443359375","0.58447265625","0.7822265625","0.619140625","0.5859375","0.77978515625","0.71240234375","0.81005859375","0.6484375","0.607421875","0.66357421875","0.7529296875","0.5615234375","0.5478515625","0.6630859375","0.6513671875","0.60302734375","0.60302734375","0.55859375","0.529296875","0.64892578125","0.55322265625","0.798828125","0.57666015625","0.591796875","0.7919921875","0.6279296875","0.65625","0.55712890625","0.56298828125","0.6025390625","0.765625","0.490478515625","0.53662109375","0.6533203125","0.76806640625","0.55859375","0.62890625","0.54296875","0.75439453125","0.6171875","0.6357421875"
"a black ""V"" on its back","0.54833984375","0.697265625","0.497802734375","0.48388671875","0.453125","0.494140625","0.459716796875","0.55810546875","0.63916015625","0.56298828125","0.65966796875","0.5","0.6171875","0.369384765625","0.529296875","0.5400390625","0.435791015625","0.379638671875","0.50048828125","0.5458984375","0.40673828125","0.47900390625","0.38720703125","0.640625","0.473388671875","0.44580078125","0.56494140625","0.59033203125","0.45703125","0.64013671875","0.62646484375","0.47705078125","0.64404296875","0.4521484375","0.5029296875","0.370361328125","0.4296875","0.65576171875","0.3974609375","0.349365234375","0.381591796875","0.763671875","0.421142578125","0.39794921875","0.40673828125","0.484130859375","0.402587890625","0.41748046875","0.74072265625","0.488525390625","0.477783203125","0.44384765625","0.669921875","0.484619140625","0.388671875","0.466552734375","0.52392578125","0.407958984375","0.4658203125","0.3896484375","0.57861328125","0.50244140625","0.47509765625","0.460205078125","0.72998046875","0.61865234375","0.61279296875","0.449462890625","0.56689453125","0.57275390625","0.7392578125","0.50341796875","0.49853515625","0.398681640625","0.541015625","0.421142578125","0.5400390625","0.47705078125","0.476318359375","0.57373046875","0.460205078125","0.6044921875","0.341796875","0.62890625","0.73388671875","0.70849609375","0.482421875","0.5419921875","0.501953125","0.53515625","0.353759765625","0.485595703125","0.4140625","0.467041015625","0.5751953125","0.53857421875","0.443115234375","0.53515625","0.5078125","0.62939453125","0.50244140625","0.4423828125","0.55126953125","0.6904296875","0.476806640625","0.442138671875","0.46435546875","0.57568359375","0.439697265625","0.457275390625","0.6962890625","0.27392578125","0.385498046875","0.72509765625","0.5771484375","0.41943359375","0.4658203125","0.56884765625","0.76708984375","0.43017578125","0.50439453125","0.43896484375","0.521484375","0.439453125","0.46435546875","0.5185546875","0.634765625","0.390625","0.430419921875","0.50732421875","0.60693359375","0.51171875","0.49169921875","0.40478515625","0.478271484375","0.46826171875","0.367431640625","0.421142578125","0.7099609375","0.419677734375","0.3564453125","0.473388671875","0.402587890625","0.50390625","0.58642578125","0.43017578125","0.5888671875","0.49951171875","0.46728515625","0.5771484375","0.497314453125","0.449462890625","0.445068359375","0.55712890625","0.51318359375","0.5458984375","0.53955078125","0.413818359375","0.400146484375","0.447509765625","0.74658203125","0.497314453125","0.489013671875","0.701171875","0.57861328125","0.69677734375","0.53564453125","0.47021484375","0.58544921875","0.615234375","0.42236328125","0.425537109375","0.5341796875","0.51416015625","0.50927734375","0.461181640625","0.485595703125","0.41064453125","0.50146484375","0.459228515625","0.671875","0.43798828125","0.475830078125","0.7548828125","0.51171875","0.57861328125","0.474853515625","0.4287109375","0.462158203125","0.68359375","0.36474609375","0.41943359375","0.5205078125","0.65380859375","0.4052734375","0.50048828125","0.38427734375","0.67236328125","0.52783203125","0.5029296875"
"a black ""horn"" on its head","0.580078125","0.70458984375","0.49560546875","0.51318359375","0.47900390625","0.51220703125","0.4638671875","0.58349609375","0.63916015625","0.56396484375","0.63134765625","0.484130859375","0.62646484375","0.371337890625","0.5625","0.56103515625","0.46728515625","0.447998046875","0.5361328125","0.548828125","0.413330078125","0.525390625","0.3916015625","0.640625","0.49169921875","0.476318359375","0.5830078125","0.5966796875","0.4755859375","0.66162109375","0.62353515625","0.50244140625","0.65869140625","0.49658203125","0.5361328125","0.403076171875","0.44970703125","0.6513671875","0.4384765625","0.371337890625","0.40283203125","0.73193359375","0.4658203125","0.4267578125","0.426025390625","0.513671875","0.4345703125","0.421875","0.7197265625","0.5283203125","0.489501953125","0.44384765625","0.673828125","0.51220703125","0.40234375","0.49951171875","0.533203125","0.427734375","0.50341796875","0.419189453125","0.59326171875","0.5","0.48486328125","0.4638671875","0.73779296875","0.62158203125","0.61962890625","0.465576171875","0.5439453125","0.5703125","0.74365234375","0.513671875","0.513671875","0.428466796875","0.57421875","0.4619140625","0.57958984375","0.5224609375","0.50732421875","0.576171875","0.46337890625","0.58740234375","0.359375","0.64599609375","0.73291015625","0.728515625","0.492919921875","0.57177734375","0.52197265625","0.55859375","0.383544921875","0.541015625","0.453857421875","0.49169921875","0.59375","0.5732421875","0.444580078125","0.5537109375","0.50244140625","0.64404296875","0.517578125","0.453369140625","0.55810546875","0.70703125","0.51220703125","0.441650390625","0.482421875","0.56689453125","0.46044921875","0.476806640625","0.67041015625","0.334228515625","0.416748046875","0.70849609375","0.5908203125","0.432861328125","0.466552734375","0.56689453125","0.72802734375","0.444580078125","0.52685546875","0.467529296875","0.548828125","0.465576171875","0.495849609375","0.51220703125","0.6474609375","0.397705078125","0.442626953125","0.5087890625","0.63232421875","0.509765625","0.499755859375","0.4267578125","0.4775390625","0.47802734375","0.385009765625","0.435546875","0.69580078125","0.430908203125","0.37109375","0.489013671875","0.414306640625","0.50634765625","0.5986328125","0.451904296875","0.61083984375","0.51171875","0.466796875","0.56103515625","0.53271484375","0.479736328125","0.450439453125","0.59033203125","0.51171875","0.5673828125","0.5712890625","0.4150390625","0.421630859375","0.44482421875","0.73583984375","0.5087890625","0.515625","0.68359375","0.57275390625","0.7041015625","0.5439453125","0.474609375","0.5966796875","0.62841796875","0.440185546875","0.4482421875","0.55908203125","0.5302734375","0.51416015625","0.491943359375","0.47216796875","0.410888671875","0.5302734375","0.4892578125","0.69287109375","0.4482421875","0.50634765625","0.740234375","0.529296875","0.56396484375","0.49169921875","0.431640625","0.4873046875","0.693359375","0.374755859375","0.42822265625","0.53857421875","0.6923828125","0.432373046875","0.525390625","0.4375","0.65771484375","0.52392578125","0.5244140625"
